id;nombre_grupoalimento_español;nombre_grupoalimento_inglés;nombre_espaÃ±ol;nombre_inglés;codificación_LanguaL;parte_comestible;luteina (ug por 100 g de porción comestible);carbohidratos (g por 100 g de porción comestible);luteina más zeaxantina (ug por 100 g de porción comestible);licopeno (ug por 100 g de porción comestible);sacarosa (g por 100 g de porción comestible);lactosa (g por 100 g de porción comestible);maltosa (g por 100 g de porción comestible);caroteno, total (precursores de la vitamina A) (ug por 100 g de porción comestible);carotenoides, totales (ug por 100 g de porción comestible);alfa-caroteno (ug por 100 g de porción comestible);beta-caroteno (ug por 100 g de porción comestible);equivalentes de beta-caroteno  (carotenoides provitamina A) (ug por 100 g de porción comestible);colecalciferol (ug por 100 g de porción comestible);retinol(vitamina A preformada) (ug por 100 g de porción comestible);Vitamina A equivalentes de retinol de actividades de retinos y carotenoides (ug por 100 g de porción comestible);Vitamina D (ug por 100 g de porción comestible);Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E (mg por 100 g de porción comestible);zeaxantina (ug por 100 g de porción comestible);ácido graso 10:0 (ácido cáprico) (g por 100 g de porción comestible);ácido graso 12:0 (láurico) (g por 100 g de porción comestible);ácido graso 14:0 (ácido mirístico) (g por 100 g de porción comestible);ácido graso 16:0 (ácido palmítico) (g por 100 g de porción comestible);ácido graso 16:1 n-7 cis (ácido palmitoléico) (g por 100 g de porción comestible);ácido graso 18:0 (ácido esteárico) (g por 100 g de porción comestible);ácido graso 18:1 n-9 cis (ácido oléico) (g por 100 g de porción comestible);ácido graso 18:2 (g por 100 g de porción comestible);ácido graso 18:3 (g por 100 g de porción comestible);ácido graso 20:0 (ácido araquídico) (g por 100 g de porción comestible);ácido graso 20:1 cis (ácido eicosenóico) (g por 100 g de porción comestible);ácido graso 20:4 n-6  (ácido araquidónico) (g por 100 g de porción comestible);ácido graso 20:5 (ácido eicosapentaenóico) (g por 100 g de porción comestible);ácido graso 22:6 n-3 (ácido docosahexaenóico) (g por 100 g de porción comestible);ácido graso 4:0 (ácido butírico) (g por 100 g de porción comestible);ácido graso 6:0 (ácido capróico) (g por 100 g de porción comestible);ácido graso 8:0 (ácido caprílico) (g por 100 g de porción comestible);ácidos grasos, monoinsaturados totales (g por 100 g de porción comestible);ácidos grasos, poliinsaturados totales (g por 100 g de porción comestible);ácidos grasos saturados totales (g por 100 g de porción comestible);ácidos grasos, trans totales (g por 100 g de porción comestible);fibra, dietetica total (g por 100 g de porción comestible);calcio (mg por 100 g de porción comestible);cloruro (mg por 100 g de porción comestible);hierro, total (mg por 100 g de porción comestible);potasio (mg por 100 g de porción comestible);magnesio (mg por 100 g de porción comestible);sodio (mg por 100 g de porción comestible);hierro, no hemo (mg por 100 g de porción comestible);fósforo (mg por 100 g de porción comestible);fructosa (g por 100 g de porción comestible);glucosa (g por 100 g de porción comestible);proteína, animal (g por 100 g de porción comestible);proteina, vegetal (g por 100 g de porción comestible);alcohol (etanol) (g por 100 g de porción comestible);energía, total (kcal por 100 g de porción comestible);grasa, total (lipidos totales) (g por 100 g de porción comestible);ácidos orgánicos, totales (g por 100 g de porción comestible);proteina, total (g por 100 g de porción comestible);agua (humedad) (mg por 100 g de porción comestible);agua (humedad) (g por 100 g de porción comestible);almidón, total (g por 100 g de porción comestible);brassicasterol (mg por 100 g de porción comestible);campesterol, total (mg por 100 g de porción comestible);colesterol (mg por 100 g de porción comestible);sitosterol (mg por 100 g de porción comestible);estigmasterol (mg por 100 g de porción comestible);azucares, totales (g por 100 g de porción comestible);cobre (mg por 100 g de porción comestible);ioduro (ug por 100 g de porción comestible);manganeso (mg por 100 g de porción comestible);niquel (ug por 100 g de porción comestible);selenio, total (ug por 100 g de porción comestible);zinc (cinc) (mg por 100 g de porción comestible);biotina (mg por 100 g de porción comestible);biotina (ug por 100 g de porción comestible);beta-criptoxantina (ug por 100 g de porción comestible);folato, total (ug por 100 g de porción comestible);niacina, preformada (mg por 100 g de porción comestible);equivalentes de niacina, totales (mg por 100 g de porción comestible);ácido pantoténico (vitamina B5) (mg por 100 g de porción comestible);piridoxina (mg por 100 g de porción comestible);riboflavina (mg por 100 g de porción comestible);tiamina (mg por 100 g de porción comestible);Vitamina B-12 (ug por 100 g de porción comestible);Vitamina B-6, Total (mg por 100 g de porción comestible);Vitamina C (ácido ascórbico) (mg por 100 g de porción comestible);ácido fólico (ug por 100 g de porción comestible)
692;1;Milk and milk products;Queso ahumado de aliva;"Cheese, ""ahumado de aliva"" type";A0313 A0452 A0626 A0720 A0724 A0776 B2247 C0245 E0146 F0018 G0003 H0107 H0291 H0298 J0106 K0003 M0001 N0001 P0024 R0212 R0497 Z0073 Z0112;1.000.000;;0;;;;1,17;;;;;;;;;239,08;0,25;0,6;;;;;;;;;;;;;;;;;;;;;;;0;782,018;;0,327;121,904;32,934;300,243;;510,187;;;;;0;407,808;34,13;;25,67;;35,04;;;;100;;;;82;;0,021;9,117;;3,052;;;;16;;3,05;;;0,3;0,04;1,55;0,09;0;
693;1;Milk and milk products;Queso cantabria;"Cheese, ""cantabria"" type";A0313 A0452 A0626 A0720 A0724 A0776 B1201 C0245 E0146 F0018 G0003 H0107 H0288 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0;;;;;;;;;;;;;239,08;0,25;0,6;;;;;;;;;;;;;;;;;;;;;;;0;780,358;;0,342;97,805;28,923;555,133;;492,973;;;;;0;355,9296;30,19;;21,53;;42,84;;;;100;;;;57;;0,016;7,339;;3,059;;;;16;;3,05;;;0,3;0,04;1,55;0,09;0;
694;1;Milk and milk products;Queso casín;"Cheese, ""casin"" type";A0311 A0452 A0626 A0720 A0724 A0776 B1201 C0245 E0146 F0018 G0003 H0107 H0293 H0298 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0;;;;;;;;;;;;;239,08;0,25;0,6;;;;;;;;;;;;;;;;;;;;;;;0;691,554;;0,986;175,912;29,083;758,961;;499,591;;;;;0;367,6776;30,81;;23,06;;40,35;;;;100;;;;65;;0,035;110,028;;3,393;;;;16;;3,05;;;0,3;0,04;1,55;0,09;0;
695;1;Milk and milk products;Queso de murcia, al vino;"Cheese, ""murcia with wine"" type";A0313 A0452 A0626 A0720 A0724 A0776 B1328 C0245 E0146 F0018 G0003 H0107 H0289 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0;;;;;;;;;;;;;437;0,5;0,31;;;;;;;;;;;;;;;;;;;;;;;0;813,935;;0,347;106,369;38,55;537,388;;527,704;;;;;0;439,788;38,88;;23,17;;32,63;;;;100;;;;123;;0,033;11,064;;2,653;;;;53;;3,6;;;1,19;0,14;0,2;0,08;0;
696;1;Milk and milk products;Queso de cádiz;"Cheese, ""cádiz"" type";A0185 A0452 A0626 A0720 A0724 A0776 A0786 B1328 C0245 E0146 F0003 G0003 H0107 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0;;;;;;;;;;;;;437;0,5;0,31;;;;;;;;;;;;;;;;;;;;;;;0;623,456;;0,244;98,417;29,284;364,462;;396,495;;;;;0;307,7688;26,88;;16,93;;52,8;;;;100;;;;75;;0,026;6,323;;2,501;;;;53;;3,6;;;1,19;0,14;0,2;0,08;0;
697;1;Milk and milk products;Queso Tetilla;"Cheese, ""tetilla"" type";A0313 A0452 A0626 A0720 A0724 A0776 A0785 B1201 C0245 E0146 F0018 G0003 H0107 H0289 H0298 J0103 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0;;;;;;;;;;230;;350;388,333;0,25;0,62;;;0,849;2,998;7,971;;3,434;5,677;0,439;0,16;;;0,02;0,009;;;;;10,06;1,07;21,45;1,77;0;809,014;;0,282;102,03;31,468;539,995;;512,716;;;22;0;0;374,0568;32,19;;21,62;;41,46;0;;;90;;;;81;2;0,024;9,45;1,6;3,298;;;;20;0,1;0,1;;;0,3;0,03;1,5;0,1;0;
698;1;Milk and milk products;Queso gaztazarra;"Cheese, ""gaztazarra"" type";A0314 A0452 A0626 A0720 A0724 A0776 B1183 C0245 E0119 F0003 G0003 H0107 H0291 H0298 H0332 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0;;;;;;;;;;;;;374;0,25;0,62;;;;;;;;;;;;;;;;;;;;;;;0;608,513;;0,294;150,539;31,209;647,992;;436,645;;;;;0;328,3152;28,5;;18,44;;46,44;;;;90;;;;57;;0,017;10,607;;2,182;;;;20,65;;5,1;;;0,3;0,04;1,5;0,1;0;
699;1;Milk and milk products;Queso herreño;"Cheese, ""herreño"" type";A0313 A0452 A0626 A0720 A0724 A0776 B1161 C0245 E0146 F0018 G0003 H0107 H0172 H0289 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0;;;;;;;;;;;;;437;0,5;0,31;;;;;;;;;;;;;;;;;;;;;;;0;650,851;;0,343;114,669;35,261;892,686;;469,687;;;;;0;366,8664;30,25;;24,08;;39,23;;;;100;;;;105;;0,028;10,23;;2,491;;;;53;;3,6;;;1,19;0,14;0,2;0,08;0;
700;1;Milk and milk products;Queso cebreiro;"Cheese, ""cebreiro"" type";A0313 A0452 A0626 A0720 A0724 A0776 B1328 C0245 E0146 F0018 G0003 H0107 H0290 H0298 J0103 K0003 M0001 N0001 P0024 R0212 R0497 Z0073 Z0112;1.000.000;;0;;;;1,56;;;;;;;;;239,08;0,25;0,6;;;0,849;2,998;7,971;;3,434;5,677;0,439;0,16;;;0,02;0,009;;;;;;;;1,77;0;97,13;;0,105;113,468;10,229;422,283;;202,632;;;;;0;258,2088;22,25;;14,86;;59,36;;;;85;;;;48;2;0,012;6,823;1,6;0,473;;;;15;;4,7;;;0,2;0,03;0,8;0,08;1;
701;1;Milk and milk products;Queso pedroches;"Cheese, ""pedroches"" type";A0312 A0452 A0626 A0720 A0724 A0776 B1183 C0245 E0146 F0003 G0003 H0107 H0291 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0;;;;0;;;;;;;;;374;0,25;0,62;;;;;;;;;;;;;;;;;;;;;;;0;933,939;;1,448;129,59;55,478;596,256;;612,875;;;;;0;338,6592;27;;24,24;;42,28;;;;90;;;;74;;0,069;6,942;;2,628;;;;20,65;;5,1;;;0,3;0,04;1,5;0,1;0;
702;1;Milk and milk products;Queso tupí;"Cheese, ""tupí"" type";A0185 A0452 A0626 A0720 A0724 A0776 A0786 B1183 C0245 E0146 F0003 G0003 H0107 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0;;;;;;;;;;;;;374;0,25;0,62;;;;;;;;;;;;;;;;;;;;;;;0;671,606;;0,195;117,317;26,796;421,03;;421,364;;;;;0;609,4488;59,81;;19,2;;19,16;;;;90;;;;429;;0,012;8,185;;2,678;;;;20,65;;5,1;;;0,3;0,04;1,5;0,1;0;
703;1;Milk and milk products;Queso flor de guía;"Cheese, ""flor de guía"" type";A0312 A0452 A0626 A0720 A0724 A0776 B2244 C0245 E0146 F0018 G0003 H0107 H0289 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0;;;;;;;;;;;;;388;0,25;0,6;;;;;;;;;;;;;;;;;;;;;;;0;801,942;;0,335;118,236;44,888;613,248;;600,933;;;;;0;386,8296;31,06;;27,21;;35,35;;;;90;;;;88;;0,029;11,996;;3,839;;;;20;;0,1;;;0,3;0,03;1,5;0,1;0;
704;1;Milk and milk products;Queso gata-hurdes;"Cheese, ""gata-hurdes"" type";A0313 A0452 A0626 A0720 A0724 A0776 B1328 C0245 E0146 F0018 G0003 H0107 H0291 H0298 J0153 K0021 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0;;;;;;;;;;;;;437;0,5;0,31;;;;;;;;;;;;;;;;;;;;;;;0;454,753;;0,307;105,284;25,126;638,96;;318,342;;;;;0;384,9672;33,63;;21,16;;41,55;;;;100;;;;106;;0,05;6,236;;1,809;;;;53;;3,6;;;1,19;0,14;0,2;0,08;0;
705;1;Milk and milk products;Queso de aracena;"Cheese, ""aracena"" type";A0313 A0452 A0626 A0720 A0724 A0776 B1328 C0245 E0146 F0018 G0003 H0107 H0290 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0;;;;;;;;;;;;;437;0,5;0,31;;;;;;;;;;;;;;;;;;;;;;;0;598,551;;0,386;103,398;31,009;645,438;;427,065;;;;;0;390,0432;33,88;;21,86;;40,32;;;;100;;;;159;;0,089;13,552;;2,397;;;;53;;3,6;;;1,19;0,14;0,2;0,08;0;
706;1;Milk and milk products;Queso de tenerife;"Cheese, ""tenerife"" type";A0185 A0452 A0626 A0720 A0724 A0776 A0786 B2101 C0245 E0146 F0003 G0003 H0107 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0;;;;;;;;;;;;;437;0,5;0,31;;;;;;;;;;;;;;;;;;;;;;;0;653,342;;0,239;100,147;43,444;324,591;;454,365;;;;;0;342,3912;29,69;;19,3;;47,26;;;;100;;;;145;;0,052;10,79;;2,257;;;;53;;3,6;;;1,19;0,14;0,2;0,08;0;
707;1;Milk and milk products;Queso de tiétar;"Cheese, ""tiétar"" type";A0312 A0452 A0626 A0720 A0724 A0776 B1328 C0245 E0146 F0018 G0003 H0107 H0289 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0;;;;;;;;;;;;;437;0,5;0,31;;;;;;;;;;;;;;;;;;;;;;;0;842,62;;0,327;121,506;42,722;524,843;;521,458;;;;;0;398,4384;35;;21,48;;38,01;;;;100;;;;112;;0,054;6,391;;2,728;;;;53;;3,6;;;1,19;0,14;0,2;0,08;0;
708;1;Milk and milk products;Queso pasiego;"Cheese, ""pasiego"" type";A0314 A0452 A0626 A0720 A0724 A0776 B1328 C0245 E0146 F0003 G0003 H0107 H0288 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0;;;;2,03;;;;;;;;;239,08;0,25;0,6;;;;;;;;;;;;;;;;;;;;;;;0;485,648;;0,241;128,329;19,295;497,407;;305,845;;;;;0;295,7016;26,44;;14,93;;56,74;;;;100;;;;44;;0,014;8,167;;2,2;;;;16;;3,05;;;0,3;0,04;1,55;0,09;0;
709;1;Milk and milk products;Queso peñamellera;"Cheese, ""peñamellera"" type";A0313 A0452 A0626 A0720 A0724 A0776 B2247 C0245 E0146 F0018 G0003 H0107 H0289 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0073 Z0112;1.000.000;;0;;;;;;;;;;;;;388;0,25;0,6;;;;;;;;;;;;;;;;;;;;;;;0;870,846;;0,291;122,312;31,69;830,904;;536,251;;;;;0;364,6752;30,38;;23,26;;40,76;;;;;;;;56;;0,023;9,746;;3,231;;;;20;;0,1;;;0,3;0,03;1,5;0,1;0;
710;1;Milk and milk products;Queso servilleta;"Cheese, ""servilleta"" type";A0185 A0452 A0626 A0720 A0724 A0776 A0786 B2101 C0245 E0146 F0003 G0003 H0107 H0298 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0;;;;;;;;;;;;;374;0,25;0,62;;;;;;;;;;;;;;;;;;;;;;;0;762,094;;0,404;112,285;33,014;636,163;;465,351;;;;;0;324,0864;26,31;;22,17;;46,05;;;;90;;;;89;;0,027;5,812;;3,02;;;;20,65;;5,1;;;0,3;0,04;1,5;0,1;0;
711;1;Milk and milk products;Queso grazalema;"Cheese, ""grazalema"" type";A0312 A0452 A0626 A0720 A0724 A0776 B2101 C0245 E0146 F0003 G0003 H0107 H0290 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0;;;;;;;;;;;;;374;0,25;0,62;;;;;;;;;;;;;;;;;;;;;;;0;785,339;;0,311;98,984;52,275;452,367;;501,286;;;;;0;376,224;32,31;;21,89;;40,19;;;;90;;;;109;;0,05;11,165;;2,332;;;;20,65;;5,1;;;0,3;0,04;1,5;0,1;0;
712;1;Milk and milk products;Queso porrúa;"Cheese, ""porrúa"" type";A0313 A0452 A0626 A0720 A0724 A0776 B2245 C0245 E0146 F0003 G0003 H0107 H0290 H0298 J0131 K0003 M0001 N0001 P0024 R0212 Z0112;1.000.000;;0;;;;;;;;;;;;;388;0,25;0,6;;;;;;;;;;;;;;;;;;;;;;;0;847,601;;0,329;146,218;33,114;438,353;;578,376;;;;;0;381,2232;32;;23,79;;39,41;;;;90;;;;52;;0,021;8,306;;3,397;;;;20;;0,1;;;0,3;0,03;1,5;0,1;0;
713;1;Milk and milk products;Queso picón;"Cheese, ""picón"" type";A0185 A0452 A0626 A0720 A0724 A0776 A0786 B2247 C0245 E0146 F0003 G0003 H0107 H0288 H0298 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0073 Z0112;1.000.000;;0;;;;;;;;;;;;;388;0,25;0,6;;;;;;;;;;;;;;;;;;;;;;;0;472,849;;0,594;133,64;21,846;1351,1;;485,388;;;;;0;385,6968;33;;22,71;;39,31;;;;90;;;;81;;0,02;7,884;;3,411;;;;20;;0,1;;;0,3;0,03;1,5;0,1;0;
714;1;Milk and milk products;Queso serrat;"Cheese, ""serrat"" type";A0311 A0452 A0626 A0720 A0724 A0776 B1183 C0245 E0146 F0018 G0003 H0107 H0291 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;0;;;;;;;;;;;;;374;0,25;0,62;;;;;;;;;;;;;;;;;;;;;;;0;829,337;;0,171;120,597;30,647;398,294;;534,912;;;;;0;410,7648;35,63;;23,13;;35,74;;;;90;;;;56;;0,011;10,841;;3,273;;;;20,65;;5,1;;;0,3;0,04;1,5;0,1;0;
715;1;Milk and milk products;Queso Castellano;"Cheese, ""castellano"" type";A0312 A0452 A0626 A0720 A0724 A0776 B1183 C0245 E0146 F0018 G0003 H0107 H0291 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0147;0.700000;;0;;;;;;;;;;250;;395;436,667;0,25;0,6;;;;;;;;;;;;;;;;;;;9,59;1,08;26,45;;0;838,469;;0,595;105,534;45,57;793,278;;585,626;;;25,5;0;0;459,2232;39,75;;26,04;;27,68;0;;;100;;;0;82;;0,039;10,948;;2,703;;;;20;0,1;0,1;;;0,3;0,03;1,5;0,1;0;
716;1;Milk and milk products;Queso de arzúa;"Cheese, ""arzúa"" type";A0313 A0452 A0626 A0720 A0724 A0776 B1201 C0245 E0146 F0018 G0003 H0107 H0289 H0298 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;1.000.000;;2;;;;;;;;;;210;;305;340;0,25;0,6;;;0,849;2,998;7,971;;3,434;5,677;0,439;0,16;;;0,02;0,009;;;;;8,46;1,01;17,98;1,77;0;763,845;;0,268;92,46;27,444;420,222;;477,655;;;19,4;0;0;396,9768;34,5;;22,21;;39,43;0;;;90;;;0;61;2;0,126;15,816;1,6;3,347;;;;20;0,1;0,1;;;0,3;0,03;1,5;0,1;0;
717;1;Milk and milk products;Queso Ibores;"Cheese, ""ibores"" type";A0311 A0452 A0626 A0720 A0724 A0776 B1328 C0245 E0146 F0018 G0003 H0107 H0291 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;0.750000;;0;;;;;;;;;;230;;350;388,333;0,25;0,62;;;;;;;;;;;;;;;;;;;8,72;0,92;25,31;;0;897,411;;0,946;110,347;46,372;751,53;;580,835;;;21,7;0;0;402,3888;34,31;;23,95;;35,48;0;;;90;;;0;139;;0,163;7,126;;3,49;;;;20;0,1;0,1;;;0,3;0,03;1,5;0,1;0;
718;1;Milk and milk products;Queso Mahón;"Cheese, ""mahón"" type";A0312 A0452 A0626 A0720 A0724 A0776 B1201 C0245 E0146 F0003 G0003 H0107 H0291 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;0.190000;;0;;;;;;;;;;230;;350;388,333;0,25;0,62;;;;;;;;;;;;;;;;;;;10,3;1,5;20,02;;0;714,774;;0,416;125,451;30,453;876,01;;503,458;;;26,9;0;0;406,2648;34,31;;24,9;;35,29;0;;;90;;;0;62;;0,019;7,563;;3,089;;;;20;0,1;0,1;;;0,3;0,03;1,5;0,1;0;
719;1;Milk and milk products;Queso Zamorano;"Cheese, ""zamorano"" type";A0312 A0452 A0626 A0720 A0724 A0776 B1183 C0245 E0146 F0003 G0003 H0107 H0293 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;0.360000;;0;;;;;;;;;;230;;350;388,333;0,25;0,62;;;;;;;;;;;;;;;;;;;9;0,54;25,85;;0;999,522;;1,064;115,828;49,227;868,398;;640,355;;;25,3;0;0;483,9096;42,19;;26,78;;24,8;0;;;90;;;0;132;;0,038;11,182;;3,388;;;;20;0,1;0,1;;;0,3;0,03;1,5;0,1;0;
720;1;Milk and milk products;Queso torta del casar;"Cheese, ""torta del casar"" type";A0313 A0452 A0626 A0720 A0724 A0776 A0786 B1183 C0245 E0146 F0018 G0003 H0107 H0291 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0073 Z0112;0.650000;;0;;;;;;;;;;210;;305;340;0,25;0,62;;;;;;;;;;;;;;;;;;;7,53;1,5;21,8;;0;525,592;;0,528;112,219;33,135;538,188;;388,558;;;26,3;0;0;361,9944;32,38;;18,25;;46,64;0;;;90;;;0;82;2;0,045;5,049;1,6;1,971;;;;50;0,1;0,1;;;0,3;0,03;1,5;0,1;0;
721;1;Milk and milk products;Queso San Simón;"Cheese, ""san simón"" type";A0312 A0313 A0452 A0626 A0720 A0724 A0776 B1201 C0245 E0146 F0003 G0003 H0107 H0291 H0298 J0106 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;0.480000;;0;;;;;;;;;;210;;305;340;0,25;0,62;;;0,849;2,998;7,971;;3,434;5,677;0,439;0,16;;;0,02;0,009;;;;;9,63;1,22;20,58;1,77;0;954,693;;0,298;123,29;35,582;552,004;;594,252;;;24,9333;0;0;443,0664;37,88;;26,15;;30,13;0;;;90;;;0;102;2;0,035;14,043;1,6;3,344;;;;20;0,1;0,1;;;0,3;0,03;1,5;0,1;0;
722;1;Milk and milk products;Queso majorero;"Cheese, ""majorero"" type";A0312 A0452 A0626 A0720 A0724 A0776 B1328 C0245 E0146 F0003 G0003 H0107 H0289 H0298 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112;0.600000;;0;;;;;;;;;;185;;260;290,833;0,25;0,62;;;;;;;;;;;;;;;;;;;5,24;0,82;16,94;;0;779,527;;0,354;114,198;44,166;800,186;;574,552;;;25,2;0;0;359,9928;28,75;;25,66;;38,4;0;;;80;;;0;132;;0,045;10,847;;3,045;;;;50;0,1;0,1;;;0,3;0,03;1,5;0,1;0;
723;1;Milk and milk products;Queso Raclette;Raclette cheese;A0312 A0313 A0452 A0626 A0720 A0724 A0776 B1201 C0245 E0105 F0018 G0003 H0107 H0253 H0298 J0131 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0147;0.600000;;0;;;;;;;;;;100;;200;216,667;0,2;0,5;;;;;;;;;;;;;;;;;;;7,9;1,5;17,4;;0;550;;0,2;112;14;760;;450;;;25,6;0;0;356,2824;28,3598;;25,6;;42,9;0;;;90;;;0;;;;;;2,3;;;;51;0,15;0,1;;;0,2;0,02;1,5;0,07;0;
730;8;Vegetables and vegetable products;Berenjena, frita, en aceite de girasol;Aubergine, fried, in sunflowerseed oil;A0152 A0455 A0629 A0677 A0705 A0731 A0828 B1458 C0138 E0141 F0023 G0029 H0319 H0347 H0367 J0003 K0003 N0001 P0024 R0212 R0497 Z0110 Z0205;1.000.000;;2,70609;;;;;;;;;;125;;0;20,8333;0;5,5;;;;;;;;;;;;;;;;;;;7,2;19,6;3,7;;2,9;8;;0,5;170;8;2;;25;;;;1,2;0;299,2416;31,9038;;1,2;;59,5;0,181818;;;0;;;2,52427;;4,4;;;0,3;0,1;;;;5;0;0;;;0;0;0;0,07;1;
731;8;Vegetables and vegetable products;Boniato, crudo;Sweet potato, raw;A0152 A0455 A0629 A0681 A0706 A0731 A0829 B1106 C0239 E0150 F0003 G0003 H0001 J0001 K0001 M0001 N0001 P0024 R0212 R0497 Z0205 Z0215;0.790000;;23;0;;;;;;;;9488;4000;;0;666,667;0;4;;;;;;;;;;;;;;;;;;;0;0,13;0;;2,9;22;65;0,7;300;13;19;;44;;;;;0;101,4;0,3;;1,2;;71,5;12,3;;;0;;;10,7;0,14;0;0,4;;1;0,3;;;;52;;0,8;0,19;0,22;0,06;0,1;0;0,13;25;
732;8;Vegetables and vegetable products;Berro, crudo;Watercress, raw;A0152 A0455 A0629 A0650 A0705 A0731 A0826 B1492 C0200 E0150 F0003 G0003 H0001 J0001 K0001 M0001 N0001 P0024 R0212 R0497 Z0205 Z0215;0.670000;;0,3;10713;;;;;;;;5919;2900;;0;483,33;0;1,2;;;;;;;;;;;;;;;;;;;0;0,08;0;;2,6;157;170;1,3;304;20;60;;53;;;;2,2;0;11,976;0,2;;2,2;;93,5;0;;;0;;;0,3;0,01;0;0,6;;0,9;0,2;;;;127,9;;0,8;0,1;0,13;0,12;0,1;0;0,13;60;
733;8;Vegetables and vegetable products;Achicoria, cruda;Chicory, raw;A0152 A0455 A0629 A0678 A0705 A0731 A0826 B1552 C0200 E0150 F0003 G0003 H0003 J0001 K0001 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205;1.000.000;;2,8;;;;;;;;;;;;;266,7;0;0,1;;;;;;;;;;;;;;;;;;;0;0,3;0,2;;0,9;21;25;0,4;170;6;1;;27;;;;;0;18,792;0,6;;0,5;;95,2;;;;0;;;;0,05;0,4;0,3;;1;0,2;;;;14;;0,3;;0,01;0,09;0,14;0;0,01;5;14
735;4;Fish, molluscs, reptiles, crustaceans and products;Anguila, al horno;European eel, baked;A0267 A0460 A0634 A0717 A0727 A0747 A0804 B2706 C0173 E0150 F0014 G0005 H0151 H0341 H0349 H0367 J0003 K0003 M0182 N0042 P0024 R0212 R0497 Z0062 Z0109;0.750000;;0;;;;;;;;;;0;;980;980;5;5,6;;;;;;;;;;;;;;;;;;;7,1;2,1;3,6;;0;25;;0,6;340;20;65;;270;;;23,7;0;0;222,98904;14,2222;;23,7;;59,3;0;;;160;;;0;;25;;;8,3;3;;;;3;;4,5;;;0,3;0,18;1;0,08;0;
736;4;Fish, molluscs, reptiles, crustaceans and products;Anguila, cruda;European eel, raw;A0267 A0460 A0634 A0717 A0727 A0747 A0801 B2706 C0173 E0150 F0003 G0003 H0001 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0062 Z0215;0.770000;;0;;;;;;;;;;0;;1200;1200;4,9;4,14;;;;;;;;;;;;;;;;;;;7,03096;2,5898;3,99683;;0;19;;1,2;270;19;89;;310;;;19,97;;0;219,3396;15,525;;19,97;;61,9667;0;;;150;;;;0,02;25;0,03;;6,5;2,5;;;;2,9;2,3;1,4;0,24;0,3;0,35;0,2;1;0,25;0;2,9
737;4;Fish, molluscs, reptiles, crustaceans and products;Anguila, hervida;Europan eel, boiled;A0267 A0460 A0634 A0717 A0727 A0747 A0801 B2706 C0173 E0150 F0014 G0014 H0148 H0151 H0341 H0349 H0367 J0003 K0003 M0182 N0042 P0024 R0212 R0497 Z0062 Z0109;0.800000;;0;;;;;;;;;;0;;1000;1000;5;4,14;;;;;;;;;;;;;;;;;;;6,4;1,8;3,3;;0;20;;0,8;200;20;80;;230;;;20,5;;0;197,10696;12,7778;;20,5;;62;0;;;140;;;0;;25;;;8,3;2,5;;;;4;2,5;2,5;;;0,34;0,13;1;0,25;0;
